amcl_x,amcl_y,robot_x,robot_y
0.5,0.5,0.5000000007263924,0.5
0.2529500989700933,0.4941301423340073,0.26462325767202244,0.4999999604999732
0.23490057729059,0.4901010045578166,0.2646232575234906,0.499999960843957
0.2388923807874031,0.49026363841044607,0.26462325719077456,0.4999999613118209
0.24111396545142363,0.4897465486899156,0.2646232567262843,0.4999999616945937
0.4124482607743283,0.747438341243525,0.42298893298368867,0.7765784871772308
0.520120241279872,0.8842115849296096,0.5441002931443476,0.9441868207486313
0.6670528906550046,0.9775700150734777,0.674947929760007,1.0572917112210451
0.7623032900598358,1.023356694034481,0.7671638988984874,1.1044436304289678
0.8480501196197697,1.0349517304372549,0.8702219719747711,1.1307805933971362
0.5948208444572574,1.0218177947588545,0.6047367909193583,1.1117531290870195
0.36142709840191023,1.0138184104310273,0.350325304360915,1.0928801673076403
0.04496841587524449,0.9763667628702264,0.021633706130799374,1.0684968972891244
-0.271459339812151,0.9432106341863967,-0.3204971008248223,1.0431166688516307
-0.5380283442790508,0.9139207402119083,-0.5938543251571693,1.0228382506926412
-0.5458226685005494,0.9126472023196808,-0.5938543262331162,1.0228382498808564
-0.5247375765496494,0.8929067566281651,-0.593854326707383,1.0228382490684274
-0.5234633333282301,0.8866107422953885,-0.5938543279864849,1.0228382478110218
-0.5065849797795928,0.8774435924748495,-0.5938543294379072,1.0228382472494022
-0.5228213583161928,0.8713135185275297,-0.5938543304796232,1.022838247229078
-0.48665074694421134,0.5762967950352768,-0.5904156476572956,0.6942619109121296
-0.4914402550599508,0.3817194926989142,-0.6059360269453767,0.4770151793708509
-0.5479114634647737,0.13955467009366498,-0.700751162374762,0.2272896330965768
-0.592013440980367,-0.09163351751921955,-0.7814451209455525,-0.023314324671883286
-0.5985349936825074,-0.1870192155207308,-0.7766652214845813,-0.12645920701403773
-0.49696552097003494,-0.3848644927397942,-0.6936195551481965,-0.37966453942452827
-0.3556692544698526,-0.6269265590986034,-0.5721669625043305,-0.6720907251011368
-0.29308459854094976,-0.6763084699476006,-0.49945120868338977,-0.7450593622839011
-0.08816076877613181,-0.765703785582448,-0.2749451655968306,-0.8867625154235399
0.04771541221147751,-0.7828725467036468,-0.12551540363057692,-0.937187354523207
0.14697196627628437,-0.78089997771965,-0.022252112155364736,-0.9498846150320598
0.21191720860487978,-0.7420748810026699,0.07955022139591847,-0.9356350073633131
0.4100566948047693,-0.5979556159712172,0.3724194295897599,-0.8069615729657653
