amcl_x,amcl_y,robot_x,robot_y
0.5,0.5,0.5000000007263924,0.5
0.2618859626759842,0.4921987286503943,0.26462325767202244,0.4999999604999732
0.2500054172405578,0.4817382814213736,0.2646232575234906,0.499999960843957
0.2530484178540018,0.49649814099724143,0.26462325719077456,0.4999999613118209
0.27014404125656116,0.4789603108810455,0.2646232567262843,0.4999999616945937
0.41555460724354804,0.7466499067050225,0.42298893298368867,0.7765784871772308
0.540752425074197,0.89817225583847,0.5441002931443476,0.9441868207486313
0.6655122519440366,1.0268253527319882,0.674947929760007,1.0572917112210451
0.7580187240672049,1.0744746961522333,0.7671638988984874,1.1044436304289678
0.8629730051781903,1.1023523044807644,0.8667929103613236,1.13032172141756
0.5922585366535955,1.1020357614597212,0.6047367909193583,1.1117531290870195
0.3663113503546734,1.0896007169845634,0.350325304360915,1.0928801673076403
0.05413986004959579,1.069933157994035,0.021633706130799374,1.0684968972891244
-0.26336219905510044,1.045166707048258,-0.30952575264663773,1.0439305544105484
-0.5182006172668084,1.0056873171556162,-0.5938543251571693,1.0228382506926412
-0.5391693289530883,1.0160002066769234,-0.5938543262189087,1.0228382499187278
-0.5314974010913858,1.008991991792152,-0.5938543266562256,1.0228382491453725
-0.5320176259559315,1.0008656664271163,-0.5938543279128011,1.022838247859998
-0.559331009282333,0.9993520252307464,-0.5938543293541063,1.0228382472652227
-0.5756406096537146,1.0091096472356547,-0.5938543304411701,1.022838247225905
-0.5489653916631764,0.7109738103530515,-0.5904156476572956,0.6942619109121296
-0.5599764672311754,0.4986131913966273,-0.6059360269453767,0.4770151793708509
-0.6435264567292637,0.24321180269985654,-0.6987698563936467,0.23228862979624673
-0.7440816866812113,0.017776422823120284,-0.7809728548308399,-0.018153813841974228
-0.745777154680504,-0.11514124874587987,-0.7766652214845813,-0.12645920701403773
-0.6474905299429382,-0.364376217811642,-0.6936195551481965,-0.37966453942452827
-0.527147494280824,-0.6613683270135157,-0.5752390816564343,-0.667936685598675
-0.4667583839932064,-0.7313265520413683,-0.5035944690903994,-0.7418750780964456
-0.2625113300400645,-0.8610729255179483,-0.2749451655968306,-0.8867625154235399
-0.126718224835134,-0.91699197826296,-0.12551540363057692,-0.937187354523207
